State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Maharashtra,Ratnagiri,74,Children under 5 years who are wasted (weight-for-height)18 (%),23.7,22.3,1.3999999999999986
Maharashtra,Ratnagiri,76,Children under 5 years who are underweight (weight-for-age)18 (%),29.5,28.9,0.6000000000000014
Maharashtra,Ratnagiri,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.8,3.5,0.2999999999999998
Maharashtra,Sangli,1,Female population age 6 years and above who ever attended school (%),80.4,79.8,0.6000000000000085
Maharashtra,Sangli,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1012,913,99
Maharashtra,Sangli,15,Women with 10 or more years of schooling (%),54.6,47.4,7.200000000000003
Maharashtra,Sangli,17,Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.3,-1.4999999999999998
Maharashtra,Sangli,20,Any method6 (%),67.1,52,15.099999999999994
Maharashtra,Sangli,21,Any modern method6 (%),64.7,51.8,12.900000000000006
Maharashtra,Sangli,22,Female sterilization (%),56.5,45.4,11.100000000000001
Maharashtra,Sangli,23,Male sterilization (%),0.3,0,0.3
Maharashtra,Sangli,24,IUD/PPIUD (%),1.1,1.6,-0.5
Maharashtra,Sangli,25,Pill (%),0.9,0.6,0.30000000000000004
Maharashtra,Sangli,26,Condom (%),5.7,3.7,2
Maharashtra,Sangli,27,Injectables (%),0.2,0.5,-0.3
Maharashtra,Sangli,28,Total unmet need7 (%),10.4,10.7,-0.29999999999999893
Maharashtra,Sangli,29,Unmet need for spacing7 (%),4.7,3.6,1.1
Maharashtra,Sangli,30,Health worker ever talked to female non-users about family planning (%),27.6,15.3,12.3
Maharashtra,Sangli,31,Current users ever told about side effects of current method8 (%),56.2,37.6,18.6
Maharashtra,Sangli,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,84.3,12.799999999999997
Maharashtra,Sangli,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.6,76.6,19
Maharashtra,Sangli,42,Institutional births (%),98,95.9,2.0999999999999943
Maharashtra,Sangli,73,Children under 5 years who are stunted (height-for-age)18 (%),35,23.3,11.7
Maharashtra,Sangli,74,Children under 5 years who are wasted (weight-for-height)18 (%),18.6,17.5,1.1000000000000014
Maharashtra,Sangli,76,Children under 5 years who are underweight (weight-for-age)18 (%),27.2,24.8,2.3999999999999986
Maharashtra,Sangli,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.7,1.2,5.5
Maharashtra,Satara,1,Female population age 6 years and above who ever attended school (%),78.5,76.7,1.7999999999999972
Maharashtra,Satara,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",958,1019,-61
Maharashtra,Satara,15,Women with 10 or more years of schooling (%),48.3,38.9,9.399999999999999
Maharashtra,Satara,17,Births in the 5 years preceding the survey that are third or higher order (%),1.3,0,1.3
Maharashtra,Satara,20,Any method6 (%),74.7,62.5,12.200000000000003
Maharashtra,Satara,21,Any modern method6 (%),72.8,62.3,10.5
Maharashtra,Satara,22,Female sterilization (%),61.8,56.9,4.899999999999999
Maharashtra,Satara,23,Male sterilization (%),0.1,0.4,-0.30000000000000004
Maharashtra,Satara,24,IUD/PPIUD (%),2.4,1.3,1.0999999999999999
Maharashtra,Satara,25,Pill (%),1,1,0
Maharashtra,Satara,26,Condom (%),7.4,2.7,4.7
Maharashtra,Satara,27,Injectables (%),0.2,0,0.2
Maharashtra,Satara,28,Total unmet need7 (%),6.2,12,-5.8
Maharashtra,Satara,29,Unmet need for spacing7 (%),3,7.1,-4.1
Maharashtra,Satara,30,Health worker ever talked to female non-users about family planning (%),26.8,11.7,15.100000000000001
Maharashtra,Satara,31,Current users ever told about side effects of current method8 (%),68.1,26.8,41.3
Maharashtra,Satara,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.7,83.9,12.799999999999997
Maharashtra,Satara,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.5,75.3,19.200000000000003
Maharashtra,Satara,42,Institutional births (%),97.1,96.3,0.7999999999999972
Maharashtra,Satara,73,Children under 5 years who are stunted (height-for-age)18 (%),20.2,23.3,-3.1000000000000014
Maharashtra,Satara,74,Children under 5 years who are wasted (weight-for-height)18 (%),20.5,23.5,-3
Maharashtra,Satara,76,Children under 5 years who are underweight (weight-for-age)18 (%),28,27.8,0.1999999999999993
Maharashtra,Satara,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.3,1.2,1.0999999999999999
Maharashtra,Sindhudurg,1,Female population age 6 years and above who ever attended school (%),83.1,81.7,1.3999999999999915
Maharashtra,Sindhudurg,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",874,824,50
Maharashtra,Sindhudurg,15,Women with 10 or more years of schooling (%),49.4,46,3.3999999999999986
Maharashtra,Sindhudurg,17,Births in the 5 years preceding the survey that are third or higher order (%),0.7,0.7,0
Maharashtra,Sindhudurg,20,Any method6 (%),58.7,50,8.700000000000003
Maharashtra,Sindhudurg,21,Any modern method6 (%),56.8,48.4,8.399999999999999
Maharashtra,Sindhudurg,22,Female sterilization (%),45.9,42.6,3.299999999999997
Maharashtra,Sindhudurg,23,Male sterilization (%),0,0.2,-0.2
Maharashtra,Sindhudurg,24,IUD/PPIUD (%),1.2,1.2,0
Maharashtra,Sindhudurg,25,Pill (%),1.2,0.6,0.6
Maharashtra,Sindhudurg,26,Condom (%),8.5,3.9,4.6
Maharashtra,Sindhudurg,27,Injectables (%),0,0,0
Maharashtra,Sindhudurg,28,Total unmet need7 (%),12.1,12,0.09999999999999964
Maharashtra,Sindhudurg,29,Unmet need for spacing7 (%),4.6,6,-1.4000000000000004
Maharashtra,Sindhudurg,30,Health worker ever talked to female non-users about family planning (%),26.8,24.1,2.6999999999999993
Maharashtra,Sindhudurg,31,Current users ever told about side effects of current method8 (%),63.8,63.5,0.29999999999999716
Maharashtra,Sindhudurg,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100,97.8,2.200000000000003
Maharashtra,Sindhudurg,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.7,83.8,12.900000000000006
Maharashtra,Sindhudurg,42,Institutional births (%),100,99.3,0.7000000000000028
Maharashtra,Sindhudurg,73,Children under 5 years who are stunted (height-for-age)18 (%),30.8,25.9,4.900000000000002
Maharashtra,Sindhudurg,74,Children under 5 years who are wasted (weight-for-height)18 (%),27.7,19.6,8.099999999999998
Maharashtra,Sindhudurg,76,Children under 5 years who are underweight (weight-for-age)18 (%),32,25.2,6.800000000000001
Maharashtra,Sindhudurg,77,Children under 5 years who are overweight (weight-for-height)20 (%),5.9,1.4,4.5
Maharashtra,Solapur,1,Female population age 6 years and above who ever attended school (%),72,71.9,0.09999999999999432
Maharashtra,Solapur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",960,816,144
Maharashtra,Solapur,15,Women with 10 or more years of schooling (%),36,35.1,0.8999999999999986
Maharashtra,Solapur,17,Births in the 5 years preceding the survey that are third or higher order (%),4.4,3.1,1.3000000000000003
Maharashtra,Solapur,20,Any method6 (%),75.7,64.4,11.299999999999997
Maharashtra,Solapur,21,Any modern method6 (%),74.2,63.4,10.800000000000004
Maharashtra,Solapur,22,Female sterilization (%),66.4,58.6,7.800000000000004
Maharashtra,Solapur,23,Male sterilization (%),0,0,0
Maharashtra,Solapur,24,IUD/PPIUD (%),1.7,1,0.7
Maharashtra,Solapur,25,Pill (%),2.3,1.2,1.0999999999999999
Maharashtra,Solapur,26,Condom (%),3.7,2.2,1.5
Maharashtra,Solapur,27,Injectables (%),0,0.5,-0.5
Maharashtra,Solapur,28,Total unmet need7 (%),5.6,8.2,-2.5999999999999996
Maharashtra,Solapur,29,Unmet need for spacing7 (%),1.7,4.9,-3.2
Maharashtra,Solapur,30,Health worker ever talked to female non-users about family planning (%),35.1,17.4,17.700000000000003
Maharashtra,Solapur,31,Current users ever told about side effects of current method8 (%),54.4,23.7,30.7
Maharashtra,Solapur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96,86.8,9.200000000000003
Maharashtra,Solapur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.6,75.4,14.199999999999989
Maharashtra,Solapur,42,Institutional births (%),96.2,86.4,9.799999999999997
Maharashtra,Solapur,73,Children under 5 years who are stunted (height-for-age)18 (%),36.3,25.4,10.899999999999999
Maharashtra,Solapur,74,Children under 5 years who are wasted (weight-for-height)18 (%),23.2,24.1,-0.9000000000000021
Maharashtra,Solapur,76,Children under 5 years who are underweight (weight-for-age)18 (%),32.9,34.6,-1.7000000000000028
Maharashtra,Solapur,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.3,2.6,1.6999999999999997
Maharashtra,Thane,1,Female population age 6 years and above who ever attended school (%),86.1,NA,NA
Maharashtra,Thane,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1029,NA,NA
Maharashtra,Thane,15,Women with 10 or more years of schooling (%),55.9,NA,NA
Maharashtra,Thane,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,NA,NA
Maharashtra,Thane,20,Any method6 (%),61.6,NA,NA
Maharashtra,Thane,21,Any modern method6 (%),57.1,NA,NA
Maharashtra,Thane,22,Female sterilization (%),37.6,NA,NA
Maharashtra,Thane,23,Male sterilization (%),0,NA,NA
Maharashtra,Thane,24,IUD/PPIUD (%),1.7,NA,NA
Maharashtra,Thane,25,Pill (%),1.7,NA,NA
Maharashtra,Thane,26,Condom (%),16.1,NA,NA
Maharashtra,Thane,27,Injectables (%),0,NA,NA
Maharashtra,Thane,28,Total unmet need7 (%),10.3,NA,NA
Maharashtra,Thane,29,Unmet need for spacing7 (%),5.3,NA,NA
Maharashtra,Thane,30,Health worker ever talked to female non-users about family planning (%),24.7,NA,NA
Maharashtra,Thane,31,Current users ever told about side effects of current method8 (%),56.9,NA,NA
Maharashtra,Thane,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,NA,NA
Maharashtra,Thane,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),NA,NA,NA
Maharashtra,Thane,42,Institutional births (%),93.6,NA,NA
Maharashtra,Thane,73,Children under 5 years who are stunted (height-for-age)18 (%),40.8,NA,NA
Maharashtra,Thane,74,Children under 5 years who are wasted (weight-for-height)18 (%),17.8,NA,NA
Maharashtra,Thane,76,Children under 5 years who are underweight (weight-for-age)18 (%),30.8,NA,NA
Maharashtra,Thane,77,Children under 5 years who are overweight (weight-for-height)20 (%),5,NA,NA
Maharashtra,Wardha,1,Female population age 6 years and above who ever attended school (%),85.1,82.4,2.6999999999999886
Maharashtra,Wardha,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1173,1298,-125
Maharashtra,Wardha,15,Women with 10 or more years of schooling (%),56.5,42.6,13.899999999999999
Maharashtra,Wardha,17,Births in the 5 years preceding the survey that are third or higher order (%),0.5,2.3,-1.7999999999999998
Maharashtra,Wardha,20,Any method6 (%),79.2,78.2,1
Maharashtra,Wardha,21,Any modern method6 (%),78.1,75.5,2.5999999999999943
Maharashtra,Wardha,22,Female sterilization (%),64.3,65,-0.7000000000000028
Maharashtra,Wardha,23,Male sterilization (%),0.4,2.1,-1.7000000000000002
Maharashtra,Wardha,24,IUD/PPIUD (%),1.5,1.3,0.19999999999999996
Maharashtra,Wardha,25,Pill (%),2.4,0.9,1.5
Maharashtra,Wardha,26,Condom (%),8.6,6.1,2.5
Maharashtra,Wardha,27,Injectables (%),0.8,0,0.8
Maharashtra,Wardha,28,Total unmet need7 (%),6.6,4.6,2
Maharashtra,Wardha,29,Unmet need for spacing7 (%),3.7,2.7,1
Maharashtra,Wardha,30,Health worker ever talked to female non-users about family planning (%),36.5,30.1,6.399999999999999
Maharashtra,Wardha,31,Current users ever told about side effects of current method8 (%),52.8,30,22.799999999999997
Maharashtra,Wardha,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,93.5,5.099999999999994
Maharashtra,Wardha,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.9,85.8,4.1000000000000085
Maharashtra,Wardha,42,Institutional births (%),98.8,97.9,0.8999999999999915
Maharashtra,Wardha,73,Children under 5 years who are stunted (height-for-age)18 (%),27.7,30.5,-2.8000000000000007
Maharashtra,Wardha,74,Children under 5 years who are wasted (weight-for-height)18 (%),28.1,26.2,1.9000000000000021
Maharashtra,Wardha,76,Children under 5 years who are underweight (weight-for-age)18 (%),31.3,36.1,-4.800000000000001
Maharashtra,Wardha,77,Children under 5 years who are overweight (weight-for-height)20 (%),4,2.3,1.7000000000000002
Maharashtra,Washim,1,Female population age 6 years and above who ever attended school (%),76,75.7,0.29999999999999716
Maharashtra,Washim,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",991,902,89
Maharashtra,Washim,15,Women with 10 or more years of schooling (%),42,38.4,3.6000000000000014
Maharashtra,Washim,17,Births in the 5 years preceding the survey that are third or higher order (%),3,2.2,0.7999999999999998
Maharashtra,Washim,20,Any method6 (%),71.3,75.5,-4.200000000000003
Maharashtra,Washim,21,Any modern method6 (%),68.3,74.6,-6.299999999999997
Maharashtra,Washim,22,Female sterilization (%),54.8,62,-7.200000000000003
Maharashtra,Washim,23,Male sterilization (%),0.3,0.3,0
Maharashtra,Washim,24,IUD/PPIUD (%),1.3,1.1,0.19999999999999996
Maharashtra,Washim,25,Pill (%),0.9,0.3,0.6000000000000001
Maharashtra,Washim,26,Condom (%),10.7,10.5,0.1999999999999993
Maharashtra,Washim,27,Injectables (%),0.1,0.2,-0.1
Maharashtra,Washim,28,Total unmet need7 (%),8,6.5,1.5
Maharashtra,Washim,29,Unmet need for spacing7 (%),4,3.7,0.2999999999999998
Maharashtra,Washim,30,Health worker ever talked to female non-users about family planning (%),14.2,20.3,-6.100000000000001
Maharashtra,Washim,31,Current users ever told about side effects of current method8 (%),37.9,51,-13.100000000000001
Maharashtra,Washim,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,92.7,6.5
Maharashtra,Washim,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,75.8,7.6000000000000085
Maharashtra,Washim,42,Institutional births (%),92.9,84,8.900000000000006
Maharashtra,Washim,73,Children under 5 years who are stunted (height-for-age)18 (%),35.3,41.1,-5.800000000000004
Maharashtra,Washim,74,Children under 5 years who are wasted (weight-for-height)18 (%),31.7,32.5,-0.8000000000000007
Maharashtra,Washim,76,Children under 5 years who are underweight (weight-for-age)18 (%),39.3,42.9,-3.6000000000000014
Maharashtra,Washim,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.9,3.7,3.2
Maharashtra,Yavatmal,1,Female population age 6 years and above who ever attended school (%),77.6,76.1,1.5
Maharashtra,Yavatmal,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1012,863,149
Maharashtra,Yavatmal,15,Women with 10 or more years of schooling (%),38.9,36.6,2.299999999999997
Maharashtra,Yavatmal,17,Births in the 5 years preceding the survey that are third or higher order (%),1.6,3.2,-1.6
Maharashtra,Yavatmal,20,Any method6 (%),78.3,71.6,6.700000000000003
Maharashtra,Yavatmal,21,Any modern method6 (%),75.7,69.9,5.799999999999997
Maharashtra,Yavatmal,22,Female sterilization (%),64.6,60.5,4.099999999999994
Maharashtra,Yavatmal,23,Male sterilization (%),0,0,0
Maharashtra,Yavatmal,24,IUD/PPIUD (%),1.7,0.8,0.8999999999999999
Maharashtra,Yavatmal,25,Pill (%),1,1.3,-0.30000000000000004
Maharashtra,Yavatmal,26,Condom (%),7.5,7,0.5
Maharashtra,Yavatmal,27,Injectables (%),0.6,0.3,0.3
Maharashtra,Yavatmal,28,Total unmet need7 (%),5.5,8.2,-2.6999999999999993
Maharashtra,Yavatmal,29,Unmet need for spacing7 (%),2.9,5,-2.1
Maharashtra,Yavatmal,30,Health worker ever talked to female non-users about family planning (%),22.4,26.1,-3.700000000000003
Maharashtra,Yavatmal,31,Current users ever told about side effects of current method8 (%),62.2,44.5,17.700000000000003
Maharashtra,Yavatmal,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,88.6,10.200000000000003
Maharashtra,Yavatmal,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.6,75.6,10
Maharashtra,Yavatmal,42,Institutional births (%),96.3,85.3,11
Maharashtra,Yavatmal,73,Children under 5 years who are stunted (height-for-age)18 (%),36.6,47.4,-10.799999999999997
Maharashtra,Yavatmal,74,Children under 5 years who are wasted (weight-for-height)18 (%),27.5,28.8,-1.3000000000000007
Maharashtra,Yavatmal,76,Children under 5 years who are underweight (weight-for-age)18 (%),39.4,49.1,-9.700000000000003
Maharashtra,Yavatmal,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.7,3.7,3
Manipur,Bishnupur,1,Female population age 6 years and above who ever attended school (%),81.5,79.9,1.5999999999999943
Manipur,Bishnupur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",945,915,30
Manipur,Bishnupur,15,Women with 10 or more years of schooling (%),48.7,42.9,5.800000000000004
Manipur,Bishnupur,17,Births in the 5 years preceding the survey that are third or higher order (%),1,0.4,0.6
Manipur,Bishnupur,20,Any method6 (%),46.3,32.7,13.599999999999994
Manipur,Bishnupur,21,Any modern method6 (%),21.6,17.5,4.100000000000001
Manipur,Bishnupur,22,Female sterilization (%),5.3,4.3,1
Manipur,Bishnupur,23,Male sterilization (%),0.1,0.2,-0.1
Manipur,Bishnupur,24,IUD/PPIUD (%),3.9,4,-0.10000000000000009
Manipur,Bishnupur,25,Pill (%),8.2,7.9,0.29999999999999893
Manipur,Bishnupur,26,Condom (%),3.7,0.9,2.8000000000000003
Manipur,Bishnupur,27,Injectables (%),0.2,0.1,0.1
Manipur,Bishnupur,28,Total unmet need7 (%),20,27.5,-7.5
Manipur,Bishnupur,29,Unmet need for spacing7 (%),5.7,11.5,-5.8
Manipur,Bishnupur,30,Health worker ever talked to female non-users about family planning (%),8.6,12.1,-3.5
Manipur,Bishnupur,31,Current users ever told about side effects of current method8 (%),42.4,50.7,-8.300000000000004
Manipur,Bishnupur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.5,51.9,41.6
Manipur,Bishnupur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79,83.8,-4.799999999999997
Manipur,Bishnupur,42,Institutional births (%),89.5,86.5,3
Manipur,Bishnupur,73,Children under 5 years who are stunted (height-for-age)18 (%),15.5,24.7,-9.2
Manipur,Bishnupur,74,Children under 5 years who are wasted (weight-for-height)18 (%),7.9,6.9,1
Manipur,Bishnupur,76,Children under 5 years who are underweight (weight-for-age)18 (%),11.7,13.7,-2
Manipur,Bishnupur,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.1,2.1,1
Manipur,Chandel,1,Female population age 6 years and above who ever attended school (%),76.9,77.1,-0.19999999999998863
Manipur,Chandel,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1008,954,54
Manipur,Chandel,15,Women with 10 or more years of schooling (%),43.3,38.7,4.599999999999994
Manipur,Chandel,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,3,-1.1
Manipur,Chandel,20,Any method6 (%),56.6,15.4,41.2
Manipur,Chandel,21,Any modern method6 (%),23.6,8.1,15.500000000000002
Manipur,Chandel,22,Female sterilization (%),4.9,1.7,3.2
Manipur,Chandel,23,Male sterilization (%),0,0,0
Manipur,Chandel,24,IUD/PPIUD (%),9,2.9,6.1
Manipur,Chandel,25,Pill (%),4.3,2.4,1.9
Manipur,Chandel,26,Condom (%),4.9,1.1,3.8000000000000003
Manipur,Chandel,27,Injectables (%),0.3,0,0.3
Manipur,Chandel,28,Total unmet need7 (%),11,29.7,-18.7
Manipur,Chandel,29,Unmet need for spacing7 (%),4.8,15.5,-10.7
Manipur,Chandel,30,Health worker ever talked to female non-users about family planning (%),10.6,10.1,0.5
Manipur,Chandel,31,Current users ever told about side effects of current method8 (%),49.9,45.4,4.5
Manipur,Chandel,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),79.9,33.7,46.2
Manipur,Chandel,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),55,39.3,15.700000000000003
Manipur,Chandel,42,Institutional births (%),55.5,38.2,17.299999999999997
Manipur,Chandel,73,Children under 5 years who are stunted (height-for-age)18 (%),34,36.1,-2.1000000000000014
Manipur,Chandel,74,Children under 5 years who are wasted (weight-for-height)18 (%),8.3,7.5,0.8000000000000007
Manipur,Chandel,76,Children under 5 years who are underweight (weight-for-age)18 (%),14.7,13.2,1.5
Manipur,Chandel,77,Children under 5 years who are overweight (weight-for-height)20 (%),8.7,4.1,4.6
Manipur,Churachandpur,1,Female population age 6 years and above who ever attended school (%),84,79.7,4.299999999999997
Manipur,Churachandpur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1057,983,74
Manipur,Churachandpur,15,Women with 10 or more years of schooling (%),36.6,38.1,-1.5
Manipur,Churachandpur,17,Births in the 5 years preceding the survey that are third or higher order (%),3.6,3.4,0.20000000000000018
Manipur,Churachandpur,20,Any method6 (%),61.8,23.6,38.199999999999996
Manipur,Churachandpur,21,Any modern method6 (%),22.6,14.7,7.900000000000002
Manipur,Churachandpur,22,Female sterilization (%),5.6,4.9,0.6999999999999993
Manipur,Churachandpur,23,Male sterilization (%),0,0,0
Manipur,Churachandpur,24,IUD/PPIUD (%),6.3,4.3,2
Manipur,Churachandpur,25,Pill (%),4.1,4.7,-0.6000000000000005
Manipur,Churachandpur,26,Condom (%),5.5,0.8,4.7
Manipur,Churachandpur,27,Injectables (%),0.2,0,0.2
Manipur,Churachandpur,28,Total unmet need7 (%),8.7,23.4,-14.7
Manipur,Churachandpur,29,Unmet need for spacing7 (%),4.2,13.2,-9
Manipur,Churachandpur,30,Health worker ever talked to female non-users about family planning (%),5,7.5,-2.5
Manipur,Churachandpur,31,Current users ever told about side effects of current method8 (%),48.1,39.2,8.899999999999999
Manipur,Churachandpur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),78.1,23.9,54.199999999999996
Manipur,Churachandpur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),58.2,56.8,1.4000000000000057
Manipur,Churachandpur,42,Institutional births (%),72.9,63.2,9.700000000000003
Manipur,Churachandpur,73,Children under 5 years who are stunted (height-for-age)18 (%),25.1,35.7,-10.600000000000001
Manipur,Churachandpur,74,Children under 5 years who are wasted (weight-for-height)18 (%),12.1,6.6,5.5
Manipur,Churachandpur,76,Children under 5 years who are underweight (weight-for-age)18 (%),9.8,11.3,-1.5
Manipur,Churachandpur,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.5,3.1,1.4
Manipur,Imphal East,1,Female population age 6 years and above who ever attended school (%),87.2,83.1,4.1000000000000085
Manipur,Imphal East,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",936,874,62
Manipur,Imphal East,15,Women with 10 or more years of schooling (%),49.9,48.2,1.6999999999999957
Manipur,Imphal East,17,Births in the 5 years preceding the survey that are third or higher order (%),1,1.2,-0.19999999999999996
Manipur,Imphal East,20,Any method6 (%),50.1,30.9,19.200000000000003
Manipur,Imphal East,21,Any modern method6 (%),16.9,15.1,1.799999999999999
Manipur,Imphal East,22,Female sterilization (%),3.9,4.4,-0.5000000000000004
Manipur,Imphal East,23,Male sterilization (%),0,0.1,-0.1
Manipur,Imphal East,24,IUD/PPIUD (%),3.1,3.2,-0.10000000000000009
Manipur,Imphal East,25,Pill (%),4.1,5.1,-1
Manipur,Imphal East,26,Condom (%),5.4,2,3.4000000000000004
Manipur,Imphal East,27,Injectables (%),0,0.2,-0.2
Manipur,Imphal East,28,Total unmet need7 (%),16.7,27.3,-10.600000000000001
Manipur,Imphal East,29,Unmet need for spacing7 (%),5.4,11.1,-5.699999999999999
Manipur,Imphal East,30,Health worker ever talked to female non-users about family planning (%),6.3,11.5,-5.2
Manipur,Imphal East,31,Current users ever told about side effects of current method8 (%),44.5,53.9,-9.399999999999999
Manipur,Imphal East,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),53.8,35.9,17.9
Manipur,Imphal East,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.4,72.8,12.600000000000009
Manipur,Imphal East,42,Institutional births (%),91.7,80.8,10.900000000000006
Manipur,Imphal East,73,Children under 5 years who are stunted (height-for-age)18 (%),18.4,26.2,-7.800000000000001
Manipur,Imphal East,74,Children under 5 years who are wasted (weight-for-height)18 (%),11.7,7.8,3.8999999999999995
Manipur,Imphal East,76,Children under 5 years who are underweight (weight-for-age)18 (%),14.4,17.1,-2.700000000000001
Manipur,Imphal East,77,Children under 5 years who are overweight (weight-for-height)20 (%),0.5,1.5,-1
Manipur,Imphal West,1,Female population age 6 years and above who ever attended school (%),89,87,2
Manipur,Imphal West,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1039,1017,22
Manipur,Imphal West,15,Women with 10 or more years of schooling (%),61.9,59.6,2.299999999999997
Manipur,Imphal West,17,Births in the 5 years preceding the survey that are third or higher order (%),0,0.4,-0.4
Manipur,Imphal West,20,Any method6 (%),69.9,20.4,49.50000000000001
Manipur,Imphal West,21,Any modern method6 (%),16.4,10.9,5.499999999999998
Manipur,Imphal West,22,Female sterilization (%),3.5,2.8,0.7000000000000002
Manipur,Imphal West,23,Male sterilization (%),0.1,0.2,-0.1
Manipur,Imphal West,24,IUD/PPIUD (%),4.5,3.2,1.2999999999999998
Manipur,Imphal West,25,Pill (%),3,3.2,-0.20000000000000018
Manipur,Imphal West,26,Condom (%),5.2,1.4,3.8000000000000003
Manipur,Imphal West,27,Injectables (%),0,0.1,-0.1
Manipur,Imphal West,28,Total unmet need7 (%),12.5,33.1,-20.6
Manipur,Imphal West,29,Unmet need for spacing7 (%),6.4,11.4,-5
Manipur,Imphal West,30,Health worker ever talked to female non-users about family planning (%),7.1,6.4,0.6999999999999993
Manipur,Imphal West,31,Current users ever told about side effects of current method8 (%),35.4,50.9,-15.5
Manipur,Imphal West,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),50,27.5,22.5
Manipur,Imphal West,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),90.8,78.4,12.399999999999991
Manipur,Imphal West,42,Institutional births (%),95.7,91.4,4.299999999999997
Manipur,Imphal West,73,Children under 5 years who are stunted (height-for-age)18 (%),15.6,21,-5.4
Manipur,Imphal West,74,Children under 5 years who are wasted (weight-for-height)18 (%),9.3,4.7,4.6000000000000005
Manipur,Imphal West,76,Children under 5 years who are underweight (weight-for-age)18 (%),10.2,8.4,1.799999999999999
Manipur,Imphal West,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.6,3,-0.3999999999999999
Manipur,Senapati,1,Female population age 6 years and above who ever attended school (%),79.6,80.1,-0.5
Manipur,Senapati,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",938,858,80
Manipur,Senapati,15,Women with 10 or more years of schooling (%),39.6,34.2,5.399999999999999
Manipur,Senapati,17,Births in the 5 years preceding the survey that are third or higher order (%),2.5,2.6,-0.10000000000000009
Manipur,Senapati,20,Any method6 (%),65.2,17.5,47.7
Manipur,Senapati,21,Any modern method6 (%),17.5,11.5,6
